,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1,1027,Ethereum,ETH,ethereum,6750,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120416479.50035524,120416479.50035524,False,,2,,,,2023-04-21T14:09:00.000Z,1907.618220057801,11441331295.234352,-2.368,-0.39667822,-3.31752177,-9.22661727,5.79867644,11.83579634,15.49661822,229708670290.09436,19.3741,229708670290.09,,2023-04-21T14:09:00.000Z,,,,,,2023-04-21 14:27:16.451485+00:00
2,825,Tether,USDT,tether,51664,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,81405748697.86789,85091735571.7474,False,,3,,,,2023-04-21T14:09:00.000Z,0.9998379065652981,34253502951.63199,-5.2332,-0.0147535,-0.02555364,-0.09403974,-0.20399632,-0.03402154,-0.04782944,81392553360.45697,6.8665,85077942760.06,,2023-04-21T14:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-04-21 14:27:16.451485+00:00
3,1839,BNB,BNB,bnb,1275,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1']",,155864663.04506466,155864663.04506466,False,,4,,,,2023-04-21T14:09:00.000Z,326.79453293324246,982451933.9303931,44.9926,-0.28631842,0.23975656,-1.27640373,-0.29108388,2.88270656,7.50891886,50935719760.60912,4.2971,50935719760.61,,2023-04-21T14:09:00.000Z,,,,,,2023-04-21 14:27:16.451485+00:00
4,3408,USD Coin,USDC,usd-coin,11951,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,30967951002.492382,30967951002.492382,False,,5,,,,2023-04-21T14:09:00.000Z,1.0000354073044313,5428713377.653373,5.4505,-0.00853685,0.01613975,0.01616216,0.10664802,0.00480639,0.02916614,30969047494.16114,2.6126,30969047494.16,,2023-04-21T14:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-04-21 14:27:16.451485+00:00
5,52,XRP,XRP,xrp,936,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,51750810378.0,99988998998.0,False,,6,,,,2023-04-21T14:09:00.000Z,0.4664992195660201,1500995080.8021045,7.4283,-0.24542193,-5.15088114,-11.80277056,4.69454126,17.62113862,13.85409388,24141712653.246094,2.0367,46649921956.6,,2023-04-21T14:09:00.000Z,,,,,,2023-04-21 14:27:16.451485+00:00
6,2010,Cardano,ADA,cardano,767,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1']",45000000000.0,34788714273.716,35711298229.443,False,,7,,,,2023-04-21T14:09:00.000Z,0.4003498097616986,437170878.11037564,4.5345,-0.18600533,-3.6045911,-8.06366384,6.19340362,-1.63273684,7.91768119,13927655141.33629,1.175,18015741439.28,,2023-04-21T14:09:00.000Z,,,,,,2023-04-21 14:27:16.451485+00:00
7,74,Dogecoin,DOGE,dogecoin,692,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,139029606383.70523,139029606383.70523,False,,8,,,,2023-04-21T14:09:00.000Z,0.0839067068549165,1014915948.6373655,-47.425,-0.03757472,-4.64694848,-6.11169609,11.85916185,-4.82152061,-3.56634779,11665516426.991982,0.9839,11665516426.99,,2023-04-21T14:09:00.000Z,,,,,,2023-04-21 14:27:16.451485+00:00
8,3890,Polygon,MATIC,polygon,665,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9219469069.28493,10000000000.0,False,,9,,,,2023-04-21T14:09:00.000Z,1.0415253341218549,386935097.8519425,4.4887,-0.23880244,-3.8994229,-10.83054605,-9.37104079,-30.03307338,2.66875265,9602310602.813093,0.8099,10415253341.22,,2023-04-21T14:09:00.000Z,,,,,,2023-04-21 14:27:16.451485+00:00
9,5426,Solana,SOL,solana,456,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1']",,392627348.2848523,539312704.8875339,False,,10,,,,2023-04-21T14:09:00.000Z,22.038985039045286,514522215.0415527,-17.0762,-0.2584502,-3.24422933,-10.80618729,-2.38237172,-16.45736587,-12.93628611,8653108254.769884,0.7298,11885904634.38,,2023-04-21T14:09:00.000Z,,,,,,2023-04-21 14:27:16.451485+00:00
10,6636,Polkadot,DOT,polkadot-new,498,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1175124610.2826915,1304603487.5878713,False,,11,,,,2023-04-21T14:09:00.000Z,6.04516564833937,226309708.36535665,-3.62,-0.40556208,-5.02971397,-9.90808513,-3.98515011,-19.61951232,-2.65815338,7103822926.599115,0.5993,7886544187.87,,2023-04-21T14:09:00.000Z,,,,,,2023-04-21 14:27:16.451485+00:00
11,4687,Binance USD,BUSD,binance-usd,6638,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,6582802135.843376,6582802135.843376,False,,12,,,,2023-04-21T14:09:00.000Z,0.9996851418324331,3215862335.4731417,-10.7191,-0.00759271,-0.02586117,-0.07076093,-0.07432756,-0.04612505,-0.00912973,6580729486.825429,0.555,6580729486.83,,2023-04-21T14:09:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-04-21 14:27:16.451485+00:00
12,2,Litecoin,LTC,litecoin,906,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72753439.3210035,84000000.0,False,,13,,,,2023-04-21T14:09:00.000Z,89.43671293537838,695198713.3928103,-17.4438,-0.31995835,-2.18107039,-7.47557216,10.99669472,-7.63147373,0.6790377,6506828467.614059,0.5488,7512683886.57,,2023-04-21T14:09:00.000Z,,,,,,2023-04-21 14:27:16.451485+00:00
13,5994,Shiba Inu,SHIB,shiba-inu,507,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589544401507219.5,589604828046074.5,False,,14,,,,2023-04-21T14:09:00.000Z,1.06051054174078e-05,197378831.6461406,-24.2975,0.08181156,-2.73481504,-5.96441185,-2.69405747,-21.90956667,-12.67013651,6252180526.226653,0.5275,6252821356.04,,2023-04-21T14:09:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-04-21 14:27:16.451485+00:00
14,1958,TRON,TRX,tron,753,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,90735914307.02147,90735933404.69629,False,,15,71659659264.0,4721247918.898659,,2023-04-21T14:09:00.000Z,0.06588431995615829,222233262.55947557,-20.519,0.06786387,-0.98753735,-1.12010086,-3.27943585,-8.28782025,5.1743788,5978074009.718363,0.5042,5978075267.96,,2023-04-21T14:09:00.000Z,,,,,,2023-04-21 14:27:16.451485+00:00
0,1,Bitcoin,BTC,bitcoin,10172,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19352412.0,19352412.0,False,,1,,,,2023-04-21T14:27:00.000Z,28184.202741005127,20684896133.4077,-1.5117,-0.07975426,-2.1790371,-8.00378525,-0.75901038,13.12811624,22.93007049,545432303335.4605,45.9229,591868257561.11,,2023-04-21T14:27:00.000Z,,,,,,2023-04-21 16:29:44.017972+02:00
1,1027,Ethereum,ETH,ethereum,6750,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120416479.50035524,120416479.50035524,False,,2,,,,2023-04-21T14:27:00.000Z,1914.9280838447949,11464555990.163906,-1.6746,-0.11939243,-3.00638593,-8.72952307,6.20254509,12.09041338,16.07092156,230588898352.9513,19.4213,230588898352.95,,2023-04-21T14:27:00.000Z,,,,,,2023-04-21 16:29:44.017972+02:00
2,825,Tether,USDT,tether,51664,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,81405748697.86789,85091735571.7474,False,,3,,,,2023-04-21T14:27:00.000Z,0.9998069243550293,34322518136.897724,-4.5682,-0.01191876,-0.0393472,-0.10325107,-0.20719647,-0.03677891,-0.05065616,81390031230.43372,6.8527,85075306430.02,,2023-04-21T14:27:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-04-21 16:29:44.017972+02:00
3,1839,BNB,BNB,bnb,1275,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1']",,155864543.27942103,155864543.27942103,False,,4,,,,2023-04-21T14:27:00.000Z,327.2823393289354,987871046.1886011,45.6918,-0.15804446,0.42251107,-0.69937913,-0.2715564,2.97372936,7.68535723,51011712342.92501,4.2949,51011712342.93,,2023-04-21T14:27:00.000Z,,,,,,2023-04-21 16:29:44.017972+02:00
4,3408,USD Coin,USDC,usd-coin,11953,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,30930084317.182384,30930084317.182384,False,,5,,,,2023-04-21T14:27:00.000Z,1.0001758440120563,5461541997.789059,6.8305,0.00778951,0.02098697,0.03291587,0.1389846,0.01568437,0.03673192,30935523187.301956,2.6046,30935523187.3,,2023-04-21T14:27:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-04-21 16:29:44.017972+02:00
5,52,XRP,XRP,xrp,936,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,51750810378.0,99988998998.0,False,,6,,,,2023-04-21T14:27:00.000Z,0.4669966774081384,1503425975.1439154,8.1885,-0.22838204,-5.09280078,-11.33139322,4.84436156,17.22108885,13.94378512,24167456499.704605,2.0348,46699667740.81,,2023-04-21T14:27:00.000Z,,,,,,2023-04-21 16:29:44.017972+02:00
6,2010,Cardano,ADA,cardano,767,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1']",45000000000.0,34788712142.912,35711298229.443,False,,7,,,,2023-04-21T14:27:00.000Z,0.40023264939068126,443609461.8411836,7.2223,-0.40208059,-3.57377637,-7.55428393,6.15122688,-1.912438,8.22806464,13923578429.847435,1.1723,18010469222.58,,2023-04-21T14:27:00.000Z,,,,,,2023-04-21 16:29:44.017972+02:00
7,74,Dogecoin,DOGE,dogecoin,692,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,139030776383.70517,139030776383.70517,False,,8,,,,2023-04-21T14:27:00.000Z,0.08400258614250358,983236971.078021,-49.0928,-0.07767279,-3.94132147,-5.51407989,11.96622561,-4.80837014,-3.31060043,11678944769.631346,0.9837,11678944769.63,,2023-04-21T14:27:00.000Z,,,,,,2023-04-21 16:29:44.017972+02:00
8,3890,Polygon,MATIC,polygon,665,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9219469069.28493,10000000000.0,False,,9,,,,2023-04-21T14:27:00.000Z,1.04466059535769,388388684.40900534,5.4054,-0.02998115,-3.58295121,-10.1071588,-9.09963313,-29.85774223,3.26345375,9631216046.801003,0.8112,10446605953.58,,2023-04-21T14:27:00.000Z,,,,,,2023-04-21 16:29:44.017972+02:00
9,5426,Solana,SOL,solana,456,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1']",,392627269.60450536,539312704.8875339,False,,10,,,,2023-04-21T14:27:00.000Z,22.105830625091457,513527431.51976115,-16.1553,-0.11689626,-2.8136011,-9.90232559,-2.03985983,-16.14912412,-12.25312746,8679351920.669315,0.731,11921955308.2,,2023-04-21T14:27:00.000Z,,,,,,2023-04-21 16:29:44.017972+02:00
10,6636,Polkadot,DOT,polkadot-new,498,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1175128016.1103375,1304606893.4155173,False,,11,,,,2023-04-21T14:27:00.000Z,6.063411071665522,226286123.64841247,-3.0067,-0.1392302,-4.67254349,-9.19151575,-3.68664948,-19.29541644,-2.40344475,7125284223.50776,0.5999,7910367881.71,,2023-04-21T14:27:00.000Z,,,,,,2023-04-21 16:29:44.017972+02:00
11,4687,Binance USD,BUSD,binance-usd,6638,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,6582802135.843376,6582802135.843376,False,,12,,,,2023-04-21T14:27:00.000Z,0.9996517401874567,3223149641.1614313,-10.3139,-0.00873798,-0.03323496,-0.09393474,-0.10190534,-0.05549953,-0.04925747,6580509610.405538,0.5542,6580509610.41,,2023-04-21T14:27:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-04-21 16:29:44.017972+02:00
12,2,Litecoin,LTC,litecoin,906,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72754114.3210035,84000000.0,False,,13,,,,2023-04-21T14:27:00.000Z,89.48234706155719,698127911.3132755,-16.1946,-0.21478378,-2.17802379,-7.55090872,10.98541377,-7.83794713,0.84418409,6510208907.828243,0.5483,7516517153.17,,2023-04-21T14:27:00.000Z,,,,,,2023-04-21 16:29:44.017972+02:00
13,5994,Shiba Inu,SHIB,shiba-inu,507,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589544401507219.5,589604828046074.5,False,,14,,,,2023-04-21T14:27:00.000Z,1.0624535503185742e-05,196927613.02095693,-23.5947,0.27590128,-2.49851318,-5.42460751,-2.61135898,-22.03637101,-12.23638152,6263635424.517843,0.5274,6264277428.43,,2023-04-21T14:27:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-04-21 16:29:44.017972+02:00
14,1958,TRON,TRX,tron,753,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem']",,90733897617.35439,90734019562.02263,False,,15,71659659264.0,4721779396.906455,,2023-04-21T14:27:00.000Z,0.0658917366535478,221704164.28677994,-20.4299,0.05268674,-0.85970645,-0.84337784,-3.1145337,-8.30935932,5.29790085,5978614087.352684,0.5035,5978622122.5,,2023-04-21T14:27:00.000Z,,,,,,2023-04-21 16:29:44.017972+02:00
0,1,Bitcoin,BTC,bitcoin,10172,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19352412.0,19352412.0,False,,1,,,,2023-04-21T14:28:00.000Z,28198.3800713702,20682905474.217464,-1.4843,0.00952509,-2.06850735,-7.96603234,-0.72728877,13.21233397,22.98532635,545706668873.74554,45.946,592165981498.77,,2023-04-21T14:28:00.000Z,,,,,,2023-04-21 16:30:44.454674+02:00
1,1027,Ethereum,ETH,ethereum,6750,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120416479.50035524,120416479.50035524,False,,2,,,,2023-04-21T14:28:00.000Z,1916.4261982570993,11479868988.133026,-1.4295,0.01538438,-2.84427879,-8.66465391,6.26051573,12.26487247,16.15094235,230769296016.36972,19.4365,230769296016.37,,2023-04-21T14:28:00.000Z,,,,,,2023-04-21 16:30:44.454674+02:00
2,825,Tether,USDT,tether,51664,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,81405748697.86789,85091735571.7474,False,,3,,,,2023-04-21T14:28:00.000Z,0.9997623780954993,34332934180.37413,-4.4661,-0.01828192,-0.0519883,-0.09854485,-0.21352389,-0.03833212,-0.05551936,81386404908.825,6.8524,85071515911.48,,2023-04-21T14:28:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-04-21 16:30:44.454674+02:00
3,1839,BNB,BNB,bnb,1275,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1']",,155864543.27942103,155864543.27942103,False,,4,,,,2023-04-21T14:28:00.000Z,327.3749281349601,988562720.7112134,45.8522,-0.15037504,0.4501667,-0.70795024,-0.24435666,3.05883623,7.69524274,51026143654.88884,4.2962,51026143654.89,,2023-04-21T14:28:00.000Z,,,,,,2023-04-21 16:30:44.454674+02:00
4,3408,USD Coin,USDC,usd-coin,11953,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,30930084317.182384,30930084317.182384,False,,5,,,,2023-04-21T14:28:00.000Z,1.0001094824508991,5465948738.145025,6.933,0.00822689,0.0031748,0.03758206,0.12792279,0.01604244,0.01888684,30933470618.619946,2.6045,30933470618.62,,2023-04-21T14:28:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-04-21 16:30:44.454674+02:00
5,52,XRP,XRP,xrp,936,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,51750810378.0,99988998998.0,False,,6,,,,2023-04-21T14:28:00.000Z,0.46739859059690986,1503167998.568563,8.1717,-0.13294306,-5.00261263,-11.31567725,4.97139419,17.39026797,13.99609667,24188255832.925137,2.0365,46739859059.69,,2023-04-21T14:28:00.000Z,,,,,,2023-04-21 16:30:44.454674+02:00
6,2010,Cardano,ADA,cardano,767,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1']",45000000000.0,34788712142.912,35711298229.443,False,,7,,,,2023-04-21T14:28:00.000Z,0.4009673158742376,443930080.0303441,7.4243,-0.26791368,-3.43442727,-7.42665402,6.29851565,-1.56408783,8.21802059,13949136530.664923,1.1745,18043529214.34,,2023-04-21T14:28:00.000Z,,,,,,2023-04-21 16:30:44.454674+02:00
7,74,Dogecoin,DOGE,dogecoin,692,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,139030776383.70517,139030776383.70517,False,,8,,,,2023-04-21T14:28:00.000Z,0.08410002362335992,980279551.5298615,-49.2285,0.01366688,-3.84675116,-5.48288514,12.16498585,-4.64381091,-3.20813729,11692491578.243675,0.9848,11692491578.24,,2023-04-21T14:28:00.000Z,,,,,,2023-04-21 16:30:44.454674+02:00
8,3890,Polygon,MATIC,polygon,665,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9219469069.28493,10000000000.0,False,,9,,,,2023-04-21T14:28:00.000Z,1.0463947045712403,389359683.364534,5.7545,0.06613071,-3.39988596,-10.00887207,-8.89205216,-29.60915302,3.4474676,9647203613.058092,0.8125,10463947045.71,,2023-04-21T14:28:00.000Z,,,,,,2023-04-21 16:30:44.454674+02:00
9,5426,Solana,SOL,solana,456,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1']",,392627269.60450536,539312704.8875339,False,,10,,,,2023-04-21T14:28:00.000Z,22.159683389483472,513684431.4754435,-16.0114,0.0779451,-2.5223476,-9.68163332,-1.74710772,-15.81250726,-12.07913278,8700495984.513206,0.7328,11950998788.23,,2023-04-21T14:28:00.000Z,,,,,,2023-04-21 16:30:44.454674+02:00
